file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
Variety_20170614T212541;411;who ;believe ;all kinds of whacky things outside of their field ;positive;Having worked with “ PhDs ” , I do n’t think it necessarily shows intelligence , and they are often as stubborn as anyone on certain topics ( and I know many who are simply idiots in their personal lives or believe all kinds of whacky things outside of their field ) .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Variety_20170614T212541;423;I ;think ;his statement is true ;positive;Fair point , but I still think his statement is true .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Variety_20170614T212541;424;You ;realize ;how frustrating the whole ant-vaxx movement is for trained scientists ;positive;You have to realize how frustrating the whole ant-vaxx movement is for trained scientists .;Confirm;certain;Confirm;2;others for every little thing 
Variety_20170614T212541;430;commentators ;question ;â what is econometrics â ;negative;Honestly , as a small example of the problem , there are commentators here who take a staunch anti-vaxx standpoint — who are dead certain they are right that vaccines are harmful — yet have the gall to question “ what is econometrics ” .;Confirm;uncertain;Confirm;1;vaccines can cause autism 
Variety_20170614T212541;432;A few ;tell ;that my opinion is irrelevant ;positive;A few went to their alma matter , the University of Google , to find definitions and tell me that my opinion is irrelevant .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Variety_20170614T212541;438;you ;think ;that proves your biased suspicion ;positive;Unless you have a lot of experience and training in the matter , you can easily mislead yourself down a rabbit hole chasing some nugget that you think proves your biased suspicion .;Confirm;uncertain;Confirm;14;that there is no evidence of a link 
Variety_20170614T212541;439;You ;know ;of confirmation bias and the post-hoc fallacy ;positive;You must know of confirmation bias and the post-hoc fallacy .;Confirm;certain;Confirm;14;that there is no evidence of a link 
Variety_20170614T212541;457;People in the middle ages ;thought ;that bleeding people with leaches healed them ;positive;People in the middle ages thought that bleeding people with leaches healed them .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Variety_20170614T212541;460;they ;believed ;that stepping on a spider causes it to rain ;positive;Likewise they believed that stepping on a spider causes it to rain .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Variety_20170614T212541;464;I ;convinced ;that the CDC was hiding research results ;negative;( 2 ) Am I convinced that the CDC was hiding research results ?;Confirm;uncertain;Confirm;1;vaccines can cause autism 
Variety_20170614T212541;466;the researcher ;understand ;where he went wrong ;negative;What is more likely is that the researcher did a crappy analysis and did n’t understand where he went wrong , it was corrected , and then he took his conspiracy theory to anyone who would listen .;Confirm;uncertain;Confirm;3;it was like I was a completely different baby afterwards 
Variety_20170614T212541;472;a congressman ;tell ;that he had just disproven global warming ;positive;My God , last year a congressman walked into congress holding a frozen snowball trying to tell a bunch of climate scientists that he had just disproven global warming .;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
Variety_20170614T212541;481;I ;understand ;your point ;positive;I can read and understand your point , so YOU do n’t need to yell .;Confirm;uncertain;Confirm;6;the quick response prevented the outbreak from getting worse 
Variety_20170614T212541;482;that ;refutes ;an autism link ;negative;The documentary reveals the authors of one of the major studies that refutes an autism link … actually DID show a link .;Confirm;certain;Confirm;1;vaccines can cause autism 
Variety_20170614T212541;483;he ;admits ;that it did ;negative;It says in the movie this whistleblower , Dr. Thompson Sr Scientist at the CDC was a co-author on a 2004 study that the CDC published as having no link to autism … but he admits now that it did and they threw out those documents in a garbage can … all of them together , literally just threw them out .;Confirm;uncertain;Confirm;0;to how he was invited to an inaugural ball 
Variety_20170614T212541;502;I ;think ;this is the most difficult concept to grasp ;positive;I think this is the most difficult concept to grasp … even researchers fall prey to this , which is why science provides techniques to objectively remove bias .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Variety_20170614T212541;519;which ;found ;that blacks were more likely to get autism after vaccination ;negative;The infamous “ CDC whistleblower ” paper is one such case : the original study used correct econometrics , the second study ( which erroneously found that blacks were more likely to get autism after vaccination ) made grievous and likely intentional mistakes in the stats , essentially stratifying the samples into tiny groups until the researcher found the result he was hoping for ( and funnily enough white people still point to the study as “ proof ” when the faulty stats showed white kids were n’t at risk … ) .;Confirm;certain;Confirm;1;vaccines can cause autism 
Variety_20170614T212541;535;one ;assume ;you have nât actually worked as a scientist ;positive;You are essentially ignorant to epidemiology and immunology since one can only assume you have n’t actually worked as a scientist , and no , google research does n’t count .;Confirm;uncertain;Confirm;3;it was like I was a completely different baby afterwards 
VaxTruth-org_20170606T065016;17;Dr. Christenson ;says ;â Measles can be a fatal disease . â ;positive;“ Measles can be a fatal disease . ”;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
VaxTruth-org_20170606T065016;102;you ;believe ;that makes everything I say suspect ;negative;If you believe that makes everything I say suspect , then there is probably very little I can do to convince you otherwise .;Confirm;uncertain;Confirm;2;others for every little thing 
VaxTruth-org_20170606T065016;103;you ;know ;Dr. Wakefield âs research has been replicated ;positive;Did you know Dr. Wakefield ’s research has been replicated ?;Confirm;certain;Confirm;1;vaccines can cause autism 
VaxTruth-org_20170606T065016;106;who ;refute ;his findings ;positive;I know his observations have been replicated because even those who are trying to refute his findings have replicated them .;Confirm;certain;Confirm;14;that there is no evidence of a link 
VaxTruth-org_20170606T065016;107;you ;doubt ;the veracity of this statement ;positive;See my article , Only 5 of 25 if you doubt the veracity of this statement .;Confirm;uncertain;Confirm;14;that there is no evidence of a link 
VaxTruth-org_20170606T065016;108;Dr. Christenson ;stated ;that there is no evidence of other chronic adverse conditions ;negative;Here are a few other studies that have reported an association between autism and MMR vaccine : Regardless of what you believe about the MMR/Autism debate , Dr. Christenson has stated ( as others no doubt will also state ) that there is no evidence of other chronic adverse conditions .;Confirm;uncertain;Confirm;14;that there is no evidence of a link 
VaxTruth-org_20170606T065016;117;me ;bother ;to be accused of censorship ;negative;It does bother me to be accused of censorship .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
VaxTruth-org_20170606T065016;130;people ;think ;of measles itself being fatal ;positive;Back to Adam : Here is a brief summary of each post that I made , first to this article ‘ Putting Measles into Perspective ’ ( 5 posts ) : - I posted a message pointing out the main severe complication of measles is pneumonia , which is why people do n’t often think of measles itself being fatal - I posted that measles can be particular bad for pregnant women due to complications involving premature labor , spontaneous abortion , stillbirth , and low-birthweight infants [ Which is why it is much more preferable for children to get measles naturally , as most did in early childhood prior to the mass vaccination program .;Confirm;uncertain;Confirm;11;measles eradicated from the U.S. 
VaxTruth-org_20170606T065016;136;scientists ;predicted ;The increase in measles cases over the last several years ;positive;The increase in measles cases over the last several years was predicted by scientists at the time of the development and mass use of the vaccine , due to concerns about both primary and secondary vaccine-failure .;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
VaxTruth-org_20170606T065016;139;I ;know ;how to respond to that because it seems irrelevant ;positive;[ I do n’t know how to respond to that because it seems irrelevant . ];Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
Veazie-Vet_20170312T000521;16;we ;advise ;to contact their human healthcare provider for advice ;negative;As a veterinary office , we can not diagnose human maladies or possible symptoms of any type ;;;;;
Veazie-Vet_20170312T000521;25;clients ;say ;â My cat caught a bat last night ! â ;negative;The state of Maine feels differently ( it is state law to vaccinate against rabies ) and so do we : every year , we have clients call to say “ My cat caught a bat last night ! ”;Confirm;certain;Confirm;2;others for every little thing 
Veazie-Vet_20170312T000521;36;they ;agree ;that helping animals is worth supporting ;negative;It is by no means meant as an affront to the independent Maine spirit.Usually , when we let people know that this money can be all the funding some shelters receive in terms of state assistance , they agree that helping animals is worth supporting !;Confirm;uncertain;Confirm;2;others for every little thing 
Voices-For-Vaccines_20170228T194925;16;I ;glad ;that she cared about us in that way ;positive;I ’m glad she gave us the great diet that we had , I ’m glad that she cared about us in that way .;Confirm;certain;Confirm;2;others for every little thing 
WIRED_20170525T041726;2;most of the people stricken with Mickey Mouse measles ;understand ;how vaccines work ;positive;Now , plainly , most of the people stricken with Mickey Mouse measles do not understand how vaccines work , because they did n’t get them .;Confirm;certain;Deny;9;about his vaccines 
WIRED_20170525T041726;9;Greg Wallace , lead of the measles , mumps , rubella and polio team at the CDC , ;According to ;two doses are 97 percent effective against infection ;negative;According to Greg Wallace , lead of the measles , mumps , rubella and polio team at the CDC , two doses are 97 percent effective against infection .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
WIRED_20170525T041726;17;the CDC ;recommends ;two doses of the vaccine ;positive;That ’s why the CDC recommends two doses of the vaccine : After the first dose , 5 to 7 percent of people wo n’t have a good enough antibody response to protect them .;Confirm;certain;Confirm;9;about his vaccines 
WIRED_20170525T041726;26;we ;expect ;that number to go up ;positive;( And considering the 16 million or so visitors the park gets every year , we might reasonably expect that number to go up . );Confirm;uncertain;Confirm;5;you go see it if you can 
WIRED_20170525T041726;36;Researchers ;understand ;why people âs immune systems respond differently ;positive;Researchers are still trying to understand why people ’s immune systems respond differently .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
Washington-Post_20170826T112301;13;encourage ;encourage ;to get more involved politically ;positive;In San Antonio , 80 miles southwest of the state capital , Texans for Vaccine Choice convened a happy hour to encourage attendees to get more involved politically .;Confirm;certain;Confirm;2;others for every little thing 
Washington-Post_20170826T112301;22;Scores of large-scale , long-term studies from around the world since then ;proved ;that there is no connection between vaccines and autism ;positive;Scores of large-scale , long-term studies from around the world since then have proved that there is no connection between vaccines and autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
Washington-Post_20170826T112301;55;experts ;say ;that is needed to prevent an outbreak ;negative;But in some parts of Texas , vaccine coverage is slipping below the 90 to 95 percent level that experts say is needed to prevent an outbreak .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
Washington-Post_20170826T112301;58;Wakefield ;said ;he had not spoken to Trump since last summer ;positive;In a brief phone interview , Wakefield said he had not spoken to Trump since last summer .;Deny;certain;Deny;2;others for every little thing 
Washington-Post_20170826T112301;59;He ;declined ;to how he was invited to an inaugural ball ;positive;He declined to say how he was invited to an inaugural ball .;Confirm;certain;Confirm;0;to how he was invited to an inaugural ball 
Washington-Post_20170826T112301;75;Republican Rep. Jason Villalba , a Dallas lawyer ;recalled ;â It was clear common sense , â ;positive;“ It was clear common sense , ” recalled Republican Rep. Jason Villalba , a Dallas lawyer .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Washington-Post_20170826T112301;87;The bills â sponsor , Republican Rep. Sarah Davis , a Houston lawyer whose district is home to some of Texas âs most well-known hospitals , ;said ;the bills are common-sense legislation that would better protect children ;positive;The bills ’ sponsor , Republican Rep. Sarah Davis , a Houston lawyer whose district is home to some of Texas ’s most well-known hospitals , said the bills are common-sense legislation that would better protect children .;Confirm;certain;Confirm;13;to get their children vaccinated 
Washington-Post_20170826T112301;88;most legislators ;wanting ;to make waves ;positive;“ The more active the anti-vaxxers have become , the more that other members start to question whether vaccines are controversial , and most legislators are not wanting to make waves , ” she said .;Confirm;certain;Deny;2;others for every little thing 
Washington-Post_20170826T112301;95;Schlegel , 37 , ;said ;â Our message resonates with people , â ;positive;“ Our message resonates with people , ” said Schlegel , 37 , in a brief interview after a day of meetings at the Capitol .;Confirm;certain;Confirm;2;others for every little thing 
Washington-Post_20170826T112301;107;she ;concerned ;she did nât know enough about vaccines ;positive;When the group recently sought volunteers on Facebook for “ engagement days ” at the state Capitol this month and in March , one woman said she wanted to help but was concerned she did n’t know enough about vaccines .;Confirm;certain;Confirm;9;about his vaccines 
Washington-Post_20170826T112301;112;immunization advocates like Suh ;say ;it âs hard to counter the passion of her opponents ;negative;But immunization advocates like Suh say it ’s hard to counter the passion of her opponents .;Confirm;certain;Confirm;2;others for every little thing 
Washington-Post_20170826T112301;122;they ;agreed ;it will be a controversial issue ;positive;But they all agreed it will be a controversial issue .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
WebMD_20160925T143503;22;they ;thought ;that the vaccines routinely given to young children are safe ;negative;According to a recent HealthDay/Harris Poll , 87 percent of more than 2,000 adults surveyed said they thought that the vaccines routinely given to young children are safe .;Confirm;certain;Confirm;13;to get their children vaccinated 
WebMD_20161211T172512;35;my body ;remember ;that immunity to the vaccine ;negative;"So if I get these two doses of hepatitis A vaccine , and then I get exposed 30 years from now , my body will remember that immunity to the vaccine and rapidly start producing antibodies again , "" says Poland .";Confirm;certain;Confirm;9;about his vaccines 
WebMD_20170626T182528;15;the World Health Organization ( WHO ) ;estimates ;there were 114,900 deaths from measles in 2014 ;negative;While immunization rates are on the rise around the world , the World Health Organization ( WHO ) estimates there were 114,900 deaths from measles in 2014 .;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
WebMD_20170626T182528;31;the CDC ;advises ;a second dose ;positive;This includes adults who : For measles , the CDC advises a second dose for adults who : Adults do n't need the MMR vaccine if : Adults who should not have the MMR vaccine include people in these groups : Pregnancy .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
Whattoexpect_20161206T224915;2;you ;talked ;the vaccinations to get before and during pregnancy ;positive;But have you talked to your doctor the vaccinations to get before and during pregnancy ?;Confirm;uncertain;Confirm;13;to get their children vaccinated 
Whattoexpect_20161206T224915;32;doctors ;think ;whichever strains will be most prevalent ;positive;You should still get a new shot this ( and every ) year — because immunity wanes with time , and the flu shot is reformulated every year to incorporate whichever strains doctors think will be most prevalent .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Whattoexpect_20161206T224915;44;doctors ;recommend ;avoiding the following vaccines ;positive;While in some cases there has been no definitive evidence of problems linked to these vaccines , more research needs to be done to prove they ’re safe for you and your baby — which is why doctors recommend avoiding the following vaccines while you ’re pregnant .;Confirm;certain;Confirm;9;about his vaccines 
Whattoexpect_20161206T224915;58;The CDC ;says ;you should not receive the following vaccines ;negative;The CDC additionally says you should not receive the following vaccines , since not enough studies have been done on pregnant women to determine whether they 're safe for baby : Do keep in mind , however , that these vaccines are safe if you ’re breastfeeding — and , if you get these shots postpartum , you ’ll pass some temporary immunity on to your baby through your breast milk .;Deny;certain;Deny;9;about his vaccines 
WordReference-Forums_20170118T034336;1;I ;sure ;if I understand the difference ;positive;Yes , I have looked them up in several dictionaries , but still I ´m not sure if I understand the difference .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
WordReference-Forums_20170118T034336;3;I ;sure ;if for example the following sentences are interchangeable or not ;negative;"I ´m not sure if for example the following sentences are interchangeable or not : Inoculate usually carries the meaning of "" with an infectious agent "" while "" vaccination "" can be done with something that may or may not be infectious - it may be killed , attenuated or simply part of the agent ( subunit vaccine , for example ) .";Deny;uncertain;Deny;12;the latter seemed more like a common cold 
World-Health-Organization_20161126T161524;58;The GVAP ;recommends ;3 key steps for closing the immunization gap ;positive;The GVAP recommends 3 key steps for closing the immunization gap : integrating immunization with other health services , such as postnatal care for mothers and babies ;;;;;
acsh-org_20170607T114623;4;De Niro ;questioned ;the decision ;positive;Almost immediately following the announcement to exclude the film , De Niro publicly questioned the decision and , in doing so , lent support to the fraudulent and dangerous anti-vaccine movement .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
acsh-org_20170607T114623;7;We ;pointing out ;that very few people actually went to see it ;positive;We have written about this controversial movie before , happily pointing out that very few people actually went to see it .;Confirm;certain;Confirm;5;you go see it if you can 
acsh-org_20170607T114623;17;she ;realized ;her passion for science communication ;positive;After teaching as an assistant professor for four years , she realized her passion for science communication and left her faculty position to join the team at the American Council on Science and Health in April 2016 .;Confirm;certain;Confirm;1;vaccines can cause autism 
acsh-org_20170607T114623;19;She ;interested ;in infectious diseases , global health and vaccines ;positive;She enjoys writing about a myriad of different topics , but is especially interested in infectious diseases , global health and vaccines .;Confirm;certain;Confirm;9;about his vaccines 
acsh-org_20170607T114623;20;She ;enjoys ;co-authoring articles for USA Today with her colleagues ;positive;She also enjoys co-authoring articles for USA Today with her colleagues .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
avn-org-au_20170316T033821;2;a firsthand report ;questioning ;the scientific legitimacy of the vaccine industry ;positive;The following comments are intended to be a heads up to parents and potential parents about the risks of the Hepatitis B vaccine ( HBV ) , and a firsthand report questioning the scientific legitimacy of the vaccine industry , which provides $ 800 million of annual revenue to Merck – the company which makes the Hepatitis B vaccine distributed in the US .;Confirm;certain;Confirm;9;about his vaccines 
avn-org-au_20170316T033821;13;Most doctors I asked ;said ;the vaccine was perfectly safe ;positive;Most doctors I asked scoffed at that notion and said the vaccine was perfectly safe .;Confirm;certain;Confirm;9;about his vaccines 
avn-org-au_20170316T033821;22;they ;mandated ;that all babies must be vaccinated at birth ;positive;I ’ve discovered the answer is — an unrestrained health bureaucracy decided it could n’t get junkies , gays , prostitutes and promiscuous heterosexuals to take the Hepatitis B vaccine — so they mandated that all babies must be vaccinated at birth .;Confirm;certain;Confirm;13;to get their children vaccinated 
avn-org-au_20170316T033821;37;I ;found ;the VAERS study data to be completely deceptive ;positive;I found the VAERS study data to be completely deceptive .;Confirm;certain;Confirm;14;that there is no evidence of a link 
avn-org-au_20170316T033821;59;the CDC ;advocates ;a vaccine for â public health â ;negative;But when there are 17,000 reports of adverse reactions to a vaccine the CDC advocates for “ public health ” — the CDC dismisses it as a coincidence .;Confirm;certain;Confirm;9;about his vaccines 
avn-org-au_20170316T033821;71;The American Paediatric Society ;recommends ;that all infants get this vaccine at birth ;positive;The American Paediatric Society bought the alliance ’s sales pitch and now recommends that all infants get this vaccine at birth .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
avn-org-au_20170316T033821;88;the American Academy of Pediatrics , the Centers for Disease Control and Prevention and the World Health Organization ;supported by ;an argument ;positive;Better to immunize them while they ’re young and receiving other vaccines , the logic goes , and it ’s an argument supported by the American Academy of Pediatrics , the Centers for Disease Control and Prevention and the World Health Organization .;Confirm;certain;Confirm;14;that there is no evidence of a link 
avn-org-au_20170316T033821;89;Baylor College of Medicine immunologist Bonnie Dunbar ;believes ;in universal immunizations ;positive;Baylor College of Medicine immunologist Bonnie Dunbar also believes in universal immunizations and has worked for two decades developing vaccines to protect public health .;Confirm;certain;Confirm;9;about his vaccines 
avn-org-au_20170316T033821;96;they ;call ;them extremely rare ;positive;The CDC and both drug companies acknowledge hearing of similar cases , but they call them extremely rare .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
betterhealth-vic-gov-au_20170706T041705;32;You ;discuss ;how to report adverse events in other states or territories ;negative;You can discuss with your immunisation provider how to report adverse events in other states or territories .;Confirm;uncertain;Confirm;7;that there is no increased risk for these concerns 
blogs-cdc-gov_20170616T233823;13;norovirus experts from around the world ;discuss ;how to make the norovirus vaccine a reality ;positive;This is why efforts to develop a vaccine are so important and why in February 2015 the Bill and Melinda Gates Foundation , CDC Foundation , and CDC brought together norovirus experts from around the world to discuss how to make the norovirus vaccine a reality .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
blogs-cdc-gov_20170616T233823;60;the doctor ;told ;that the virus is going around campus ;positive;Recently , a few of my friends caught the stomach flu , and the doctor told them that the virus is going around campus .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
blogs-cdc-gov_20170616T233823;88;I ;think ;having the benefit of the vaccine would be great ;positive;Although it could be easily prevented by proper hand hygiene , washing fruits and vegetables , and cleaning surfaces with disinfectants , I think having the benefit of the vaccine would be great .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
blogs-cdc-gov_20170616T233823;91;Doctor ;said ;there was nothing he could give her ;negative;Doctor said there was nothing he could give her , a few days later she passed it to her 7 month sister .;Confirm;certain;Deny;2;others for every little thing 
blogs-cdc-gov_20170616T233823;93;I ;BEG ;please work together invent a vaccine ;positive;I can only speak for myself , but my if my nieces felt any of the symptoms like I have in the pass 24 hours then I BEG you please work together invent a vaccine , to help combat this virus .;Confirm;uncertain;Confirm;10;when they may get chickenpox vaccine 
blogs-cdc-gov_20170616T233823;94;I ;hope ;there will be an update soon on the topic ;positive;I hope there will be an update soon on the topic .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
blogs-cdc-gov_20170616T233823;98;I ;sure ;many people would choose to vaccinate ;negative;This is a terrible illness that is extremely contagious and I ’m sure many people would choose to vaccinate .;Confirm;certain;Confirm;8;not to vaccinate their children at all 
blogs-cdc-gov_20170616T233823;112;I ;hope ;this vaccine comes to light soon ;positive;I hope this vaccine comes to light soon .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
butterflybirth-com_20170222T111741;2;I ;chose ;to see it yesterday ;positive;I chose to see it yesterday because there was a Q&A with the producers , Dr. Andrew Wakefield , Polly Tommey and Del Bigtree , afterward and I was curious .;Confirm;certain;Confirm;5;you go see it if you can 
butterflybirth-com_20170222T111741;8;I ;know ;what clients were referring to ;negative;I felt I should probably go see it so I would know what clients were referring to .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
butterflybirth-com_20170222T111741;9;me ;say ;what surprised me ;negative;Let me just say what surprised me : this is NOT an anti-vaccine film .;Confirm;uncertain;Deny;3;it was like I was a completely different baby afterwards 
butterflybirth-com_20170222T111741;31;the CDC ;recommends ;the combination of vaccines ;positive;Again , while children are routinely given multiple vaccines in a day , no studies have been done to test the safety of the combination of vaccines the CDC currently recommends .;Confirm;certain;Confirm;9;about his vaccines 
butterflybirth-com_20170222T111741;69;California authorities ;asking ;to send in the exemptions ;positive;While medical exemptions are still allowed , already California authorities are asking schools to send in the exemptions so that parents and doctors can be identified and the reasons for exemptions can be evaluated .;Confirm;uncertain;Confirm;5;you go see it if you can 
butterflybirth-com_20170222T111741;78;I ;recommend ;you go see it if you can ;positive;VAXXED is still playing for about another week here in Sarasota FL so I highly recommend you go see it if you can .;Confirm;uncertain;Confirm;5;you go see it if you can 
butterflybirth-com_20170222T111741;80;I ;think ;you âll be glad you did ;negative;I think you ’ll be glad you did .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
butterflybirth-com_20170222T111741;82;I ;love ;to hear them ;negative;I ’d love to hear them !;Confirm;certain;Confirm;5;you go see it if you can 
cdc-gov_20170521T155133;83;both serologic and epidemiologic evidence ;indicate ;that vaccine-induced protection appears to be long-lasting in most individuals ;positive;Although the titers of vaccine-induced antibodies are lower than those following natural disease , both serologic and epidemiologic evidence indicate that vaccine-induced protection appears to be long-lasting in most individuals .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
cdc-gov_20170618T093430;43;DTaP studies among VAERS reports ;found ;no health concerns related to the vaccine ;positive;Top of Page DTaP studies among VAERS reports found no health concerns related to the vaccine .;Confirm;certain;Confirm;9;about his vaccines 
cdc-gov_20170618T093430;44;Several studies of DTaP vaccine ;found ;that there is no increased risk for these concerns ;positive;Several studies of DTaP vaccine safety have looked for neurologic problems or seizures after children were vaccinated , and found that there is no increased risk for these concerns .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
cdc-gov_20170618T093430;51;studies ;found ;a low rate of severe reactions ;positive;Although injection site reactions are common , studies have found a low rate of severe reactions .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
cdc-gov_20170618T093441;40;one study ;estimating ;1 case per 40,000 vaccinated children ;positive;The risk of ITP has been shown to be increased in the six weeks following an MMR vaccination , with one study estimating 1 case per 40,000 vaccinated children .;Confirm;certain;Confirm;13;to get their children vaccinated 
cdc-gov_20170618T093441;47;Some parents ;worry ;that the vaccine causes autism ;positive;Some parents might worry that the vaccine causes autism .;Confirm;uncertain;Confirm;1;vaccines can cause autism 
cdc-gov_20170618T203332;25;The doctor ;determine ;if they need to be vaccinated ;positive;The doctor will determine if they need to be vaccinated .;Confirm;certain;Confirm;13;to get their children vaccinated 
cdc-gov_20170626T170211;47;who ;believe ;they may have been injured by a vaccine ;positive;Persons who believe they may have been injured by a vaccine can learn about the program and about filing a claim by calling 1-800-338-2382 or visiting the VICP website .;Confirm;uncertain;Confirm;10;when they may get chickenpox vaccine 
cdc-gov_20170701T034626;51;who ;believe ;they may have been injured by a vaccine ;positive;Persons who believe they may have been injured by a vaccine can learn about the program and about filing a claim by calling 1-800-338-2382 or visiting the VICP website .;Confirm;uncertain;Confirm;10;when they may get chickenpox vaccine 
cdc-gov_20170703T010627;6;an Institute of Medicine ( IOM ) report on eight vaccines given to children and adults ;found ;that with rare exceptions , these vaccines are very safe ;positive;In 2011 , an Institute of Medicine ( IOM ) report on eight vaccines given to children and adults found that with rare exceptions , these vaccines are very safe .;Confirm;certain;Confirm;9;about his vaccines 
cdc-gov_20170703T010627;7;A 2013 CDC study ;showing ;that vaccines do not cause ASD ;positive;A 2013 CDC study [ PDF – 204 KB ] added to the research showing that vaccines do not cause ASD .;Deny;certain;Deny;1;vaccines can cause autism 
cdc-gov_20170703T010627;11;Research ;shows ;that thimerosal does not cause ASD ;negative;Research shows that thimerosal does not cause ASD .;Deny;certain;Deny;1;vaccines can cause autism 
cdc-gov_20170703T010627;20;some people ;concerns ;about other vaccine ingredients in relation to ASD ;positive;Besides thimerosal , some people have had concerns about other vaccine ingredients in relation to ASD as well .;Confirm;certain;Confirm;9;about his vaccines 
cdc-gov_20170706T111717;50;no evidence ;suggests ;that there are safety concerns with thimerosal ;negative;Although no evidence suggests that there are safety concerns with thimerosal , vaccine manufacturers have stopped using it as a precautionary measure .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
chicagotribune-com_20170918T235148;9;he ;tweeted ;that vaccines constitute â doctor-inflicted autism . â ;positive;On Oct. 22 , 2012 , he tweeted that vaccines constitute “ doctor-inflicted autism . ”;Confirm;certain;Confirm;1;vaccines can cause autism 
chicagotribune-com_20170918T235148;11;he ;claimed ;that they acquired autism from MMR immunization ;positive;Formerly a gastroenterologist , Wakefield conducted experiments on children that he claimed proved they acquired autism from MMR immunization .;Confirm;certain;Confirm;1;vaccines can cause autism 
chicagotribune-com_20170918T235148;15;The British Medical Jjournal ;denouncing ;Wakefield âs work as â fraudulent . â ;positive;The British Medical Jjournal went even further , denouncing Wakefield ’s work as “ fraudulent . ”;Confirm;certain;Confirm;13;to get their children vaccinated 
chicagotribune-com_20170918T235148;17;he ;claims ;to be the victim of a vast conspiracy ;positive;Wakefield produced a documentary , “ Vaxxed , ” in which he defends his work and claims to be the victim of a vast conspiracy .;Confirm;certain;Confirm;14;that there is no evidence of a link 
chicagotribune-com_20170918T235148;37;he ;said ;American lives come first ;positive;Perhaps these lives in far-off places are n’t Trump ’s concern : As he ’s said , American lives come first .;Confirm;certain;Confirm;2;others for every little thing 
chicagotribune-com_20170918T235148;39;the Centers for Disease Control and Prevention ;according to ;Mumps outbreaks are cropping up all over the USA ;positive;Mumps outbreaks are cropping up all over the USA , according to the Centers for Disease Control and Prevention .;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
chicagotribune-com_20170918T235148;60;I ;wish ;the chickenpox vaccine had existed when I was a baby ;positive;I wish the chickenpox vaccine had existed when I was a baby , so I would n’t have nearly died of the disease as an infant and suffered a horribly painful bout of shingles when I was 30 .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
cid-oxfordjournals-org_20161019T051428;39;19 ( 73 % ) ;reported ;at least 1 systemic symptom ;positive;Even though most individuals ( 69 % ) reported receiving prophylactic antibiotics , 19 ( 73 % ) reported at least 1 systemic symptom , with 7 ( 27 % ) having persistent symptoms for > 6 months .;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
cid-oxfordjournals-org_20161019T051428;46;( Keith Klugman , Emory University , personal communication ) ;characterized as ;the â vaccine strain â ;positive;In addition , a 10-year-old boy in South Africa was hospitalized with bacteremia due to Brucella after “ playing ” with vials of brucellosis vaccine on a farm tractor ;;;;;
